author,title,user_profile_link,likes,comments,collect,hot_score,collection_score,related_score,minority
C维游戏解说,SCUM荒野求生掏空了神秘山洞，带着一车军火前往危险区域！ #游戏#游戏梦想家计划2.0 ,https://www.douyin.com/user/MS4wLjABAAAAAe4YefHiSTsdYtzT2cAYDa4fWKCB4PAVUOokrtDCIJwWQfibF3K2FZmJd05Y1cvG,270240,5773,22806,0.0015974044799804,0.0043296813964843,0.0004992485046386,0
熊六（坑神）,骗你的，其实那天我没开挂,https://www.douyin.com/user/MS4wLjABAAAAJy8ap1pJEUE84OAGlBa_DA04SazgHndpDiHAbjAo474,40240,4515,2339,0.0015735626220703,0.0043144226074218,0.0006771087646484,0
放逐大帝,蛮王41分推的思路！ #lol #蛮王 #四一分推 #偷家 #搞笑,https://www.douyin.com/user/MS4wLjABAAAA2ZDYvFjky1LpTrBgr09QXj1YNxF_5rE6Uf9b9UffK_I,25717,479,1282,0.0022335052490234,0.000889778137207,0.0008559226989746,0
海宝聊漫,049单挑收容所全体生物，096居然被秒杀#收容所 #收容物#转转,https://www.douyin.com/user/MS4wLjABAAAAHgFofR6Ja3S36rLRaphwHjYGXQFCkpa4ghNYhhIe8JbIt81KMvNbnsBzEABtIKek,89828,2222,36232,0.0020675659179687,0.0072898864746093,0.0006046295166015,0
农村小丽,农村搞笑：美女对付奸商破烂佬。 #农村搞笑 #奸商 #破烂佬搞笑视频 #乡村搞笑视频 #美女,https://www.douyin.com/user/MS4wLjABAAAAjY0jUW_VOs3fMyTxa4pkNrlkUIL7CoHX3S-7HXeNNZPCy78AWFgPnOFM-wnSHCgu,5633,106,2411,0.0018672943115234,0.0009622573852539,0.0005011558532714,0
多恩,麻麻最爱喝的酸奶饮料🥤#萌宠出道计划 #拉布拉多 #傻狗的日常 #妈呀太香了 #狗狗,https://www.douyin.com/user/MS4wLjABAAAA7Mqv3t2yqrhPjaNQkpa2ywnbwVkf5xvZx80p4QGbCxs,84490,8089,33082,0.001133918762207,0.0051994323730468,0.0006513595581054,0
保安队长牛战士,湖北狠人，90后恶魔 #普法小剧场 #刑侦纪实 #大案解说,https://www.douyin.com/user/MS4wLjABAAAAuvu9DffYGsR3AuNEGZB0zW_qHmhdXAL2oNNBfcJA-yYAKhn_zWhF82Rb9tBmDFyp,13968,676,3281,0.0013618469238281,0.0012998580932617,0.000338077545166,0
JOKer555555,卡塔赫纳的晚上，行人都感觉很幸福很开心的样子,https://www.douyin.com/user/MS4wLjABAAAAw0BMuL3z7PA6lMivm6BiF5V65RKdY_H1QFlc4B0FjKrwwklIIt79X9P7yNv95WBb,20109,1294,3738,0.0010862350463867,0.0071487426757812,0.0009326934814453,0
荒野探索号,前往无人荒岛求生，碳烤龙虾，巨型扳机鱼，肥美烤肉！ #荒野求生 #野外生存 #纪录片解说,https://www.douyin.com/user/MS4wLjABAAAA0Uz2vKrrmV2MGIgKycdJxjw_Fo7CpwNaU5hV3Zg-2zs,69947,1245,6715,0.0012111663818359,0.01812744140625,0.0008010864257812,0
楚新钓,第二十四集：经常钓千斤大鱼的钓鱼佬们都知道，钓鱼靠的是技术 #原创动画 #钓鱼佬 #钓鱼动画,https://www.douyin.com/user/MS4wLjABAAAAShPDui4jT63haBEolNbHB-ZRj1_3MWuzuPdvB7m66MWNQP5W31lbn1lbR08KawBd,76388,1434,11811,0.0018672943115234,0.003580093383789,0.0009851455688476,0
小不溜恒,沉淀,https://www.douyin.com/user/MS4wLjABAAAAd-r_4yg3RH0mXdE2ApI7qDw9OP63F2Oa3J84xefN5ucUM-XGAyNt-UbdEYPFF_W5,18355,295,201,0.0029468536376953,0.0048484802246093,0.0007352828979492,0
大表哥小飞哥（酸菜鱼）,花100块在水库旁边挖泥巴，里面竟然还有那么多... #三农 #户外 #新农人计划2022,https://www.douyin.com/user/MS4wLjABAAAATHHDFqJGQ0xVvjqIhokaa7vvO6BW4J31pYONs_S0DH1AKCMK7aypRJkv3T5Km_7l,6289,136,1971,0.0029468536376953,0.0075759887695312,0.0005617141723632,0
过渡^,"《高 音 是 你 的 谎 言》
#百看不厌 #高音哥 #过渡的剪辑小tips",https://www.douyin.com/user/MS4wLjABAAAAocY5pjJO6D73Zx4MwFF7mHkwDPUZIEqRVGaGvDhXXog,49819,1984,2695,0.001173973083496,0.0006566047668457,0.0002415180206298,0
冷不丁说动漫,一口气看完功夫熊猫三部曲，好看到根本停不下来#功夫熊猫 #治愈系动画,https://www.douyin.com/user/MS4wLjABAAAAWAaTXkWsIEqQXJW48P5-cZ4ToP9HssrveQDYR6IJ9uKov052AKgNzBJX1iEDRdBU,24226,693,4059,0.0011558532714843,0.0031356811523437,0.0007123947143554,0
PDX大星动画,百战水门VS宇智波斑  #火影手游 #百战水门 #宇智波 #热血 #高潮,https://www.douyin.com/user/MS4wLjABAAAA5pvUZL2FHwCSX223nA62N6ZUSk9ovAdO1bVCJv9Adt0,61580,3877,5107,0.0015487670898437,0.0012016296386718,0.0005860328674316,0
金殿音乐,歌曲推荐‖岳云鹏《西楼儿女》#音乐分享 #每日好歌好曲分享 #歌单种草计划  #西楼儿女 #岳云鹏,https://www.douyin.com/user/MS4wLjABAAAAgCD3tdnHacqEBCU8IrvhZA0WOLfzIMpZpVuhxSaFwts,37772,4668,16642,0.0012445449829101,0.0011787414550781,0.0005192756652832,0
东北雨姐,起蛤蟆塘#新农人计划2023 #记录我的农村生活 #农村美食 雨姐带大家了解东北日常生活，讲述当地民俗风情！,https://www.douyin.com/user/MS4wLjABAAAATOBMmLZvb0HxbtqKDfyCIZTuglI68TaDEzgoBhswrCU,2521558,238742,144073,0.0007319450378417,0.0018243789672851,0.0004785060882568,0
尘言纪事,山东兰陵：假军人擅闯公安#真实案件 #案件纪实 #普法小剧场,https://www.douyin.com/user/MS4wLjABAAAAQnXdbbMVCUzjVeLkrTgXaunIlGhjpZw82pOACzHK3LLXT0xTT78nQRHbZdATtsZx,2269,118,242,0.0016613006591796,0.0012159347534179,0.0003514289855957,0
大苟探长,男人三大爱好抽烟喝酒洗脚#做一个脱离低级趣味的人 #按摩风波,https://www.douyin.com/user/MS4wLjABAAAAXMitSBfu8sJdYAADdtDVM5NIsPkbpsNHzxbzZUslWCI,7520,302,2464,0.0022163391113281,0.0009288787841796,0.0005593299865722,0
芳姐美食,老公所谓的忍痛割爱就是打算拿鸡蛋忽悠我😃#简简单单又一餐 #夫妻干饭日常 #妈呀太香了 #哇又便宜又好吃 #鲜椒酱,https://www.douyin.com/user/MS4wLjABAAAAr1Nvp_TzJd7c2ExFggqgWEdocHLTdOeFt2NGKhjRMrLlffdZoaXOFD7wWa_bW9Kx,3712,142,1620,0.001810073852539,0.0013093948364257,0.0004529953002929,0
大火火影视🔥🔥🔥,#高甜来袭 #因为一个片段看了整部剧 #这谁顶得住啊 #越看越上头 #超好看的剧强烈推荐,https://www.douyin.com/user/MS4wLjABAAAAkodYwtksSyh4kr0BQFDPMwBGuJ5qYlF4v_YsQrLeZy8,4902,134,1433,0.0008759498596191,0.0020751953125,0.0002913475036621,0
林听影视,冰河时期的猫和老鼠，居然汤姆与杰瑞的老祖宗 #猫和老鼠 #动画解说 #脑洞大开,https://www.douyin.com/user/MS4wLjABAAAAdoFK1cDuTYtMmtt45FjJ89VfWEeA4r2lhh5hxhh7ZeZcyl4nW_claAj1oMSzkFmV,35659,660,4900,0.0008759498596191,0.0013046264648437,0.0003528594970703,0
粗茶淡饭,#户外抓鱼,https://www.douyin.com/user/MS4wLjABAAAA2zrL6275865tv50QHXJidiGu9pK7nsDlV4goDhB2CHMZXmIDVXPOkyzBJwwTVRDu,7711,366,1920,0.0015487670898437,0.002359390258789,0.0006117820739746,0
行者解说,虚竹Vs鸠摩智，这是他最帅的一集。 #天龙八部 #天龙八部胡军版 #金庸武侠 #抖音二创激励计划 ,https://www.douyin.com/user/MS4wLjABAAAAYXGEPsXkNJfR7N0x3EiaQTRmbdHazNbPjZYnENZVaSA,2528,41,542,0.0015125274658203,0.0035381317138671,0.0002715587615966,0
国服韩信 韩小鑫   ☞（世界韩信）,这个韩信节奏太快了！！顶级打野思路教学！#国服韩信 #韩小鑫 #打野思路 #细节操作 #游戏日常,https://www.douyin.com/user/MS4wLjABAAAAPhjyGMkfcb0TDVKbkJKS29vr6p2XGwZfaiLpokrXgrx22rXDrGalRlsNzZGCk0e2,49596,1351,2745,0.001896858215332,0.0017547607421875,0.0003054141998291,0
小爽🌸,第一次相亲 俺妈没在家#农村相亲,https://www.douyin.com/user/MS4wLjABAAAATRwrm0hYzAKLPpiVlV5kghFSIWBv6tiutG50plZ2ALY,8264,976,1337,0.0012845993041992,0.0010900497436523,0.0003769397735595,0
徐缺不缺,穿越玄幻世界，系统却掉线十年！ #原创动画 #轻漫计划 #沙雕动画 #二次元 #修仙,https://www.douyin.com/user/MS4wLjABAAAA7ZBnTONDqA18FhUVCZKVWxNnY2mN9raWU0JMkTROLDCr6gvzCtZBTl0Dmv74Lxtt,77450,1393,18299,0.0033626556396484,0.0496826171875,0.0001852512359619,0
苗大冬,“自热火锅”也能在家自己做吗？出门带盒真方便 #自热火锅,https://www.douyin.com/user/MS4wLjABAAAArTV4zb2ilkvDB0-0GNsRI3CwScXt_iLbHZRkGfY2ZF0,29362,657,1377,0.0008797645568847,0.0025615692138671,0.0007410049438476,0
小慧（啥都会）,老实人被欺负还遭讹钱，不料村主任愤怒反击，邪恶终将绳之以法 #乡村喜剧 #连续剧 #碰瓷套路 #看到最后 #结果大快人心,https://www.douyin.com/user/MS4wLjABAAAAFCpcV0wg81x0qTPQY_xDNJfF9wUjcfeDOLJqjK7OPpg,32139,511,11927,0.0008692741394042,0.0012159347534179,0.0003905296325683,0
贵州法治报,相恋两个月沒有生活费了，男子介绍女友卖淫，2月获利25万，自己“抽成”6万，法院：犯介绍卖淫罪判刑5年罚款13万。（制作：喻义昌） #判刑 #社会百态 #万万想不到,https://www.douyin.com/user/MS4wLjABAAAA58Lza8WFMPSWgxJ9spn5-MRLgP_IVqnrXalJuCj4w3KFcBhPAsN2jYORgKyfCw-K,15504,9254,1131,0.0009365081787109,0.0021648406982421,0.0006747245788574,0
ok哥环球探海记,《Oman·自驾》第10集：大浪中遇龙虾老巢，收获惊呆厚美德 #抓龙虾 #赶海 #刺身 #海鲜美食 #阿曼 ,https://www.douyin.com/user/MS4wLjABAAAAS7hm6jtlJZMAUBAcIoOJPz9RWXeY_ezZxmfIiLT2BiQKr5bwJQjZ-YgrS9N5WDFy,70610,2645,5354,0.0016107559204101,0.0025901794433593,0.0007266998291015,0
家有七宝珠珠,别想太多 好好生活 好好吃饭 不骄不躁 知足常乐 未来可期#记录真实生活 #我的乡村美食 #普通的饭菜都是家的味道 #在平凡日子里热爱生活 #炸洋芋,https://www.douyin.com/user/MS4wLjABAAAAUP9bWTjQAaUVTpn-Ozoz3GdYXxODoknzpSMO3G0ANBs,74215,6702,2867,0.0017890930175781,0.0014324188232421,0.0005793571472167,0
王者荣耀听安（边路之怪）,兄弟们在线等很急，认错人了如何高情商缓解尴尬？#边路之怪听安 #花木兰,https://www.douyin.com/user/MS4wLjABAAAArG5_FFvWZB9zezOL4u3Jnmh8kdHT-sUsXsMFihU7O-k,416029,3510,10420,0.0016489028930664,0.0037803649902343,0.0006165504455566,0
糖果影视,赌神高进最艰难的一战，为了给妻子报仇所有底牌全部亮出#赌神2 #周润发#梁家辉 #港片经典 #影视解说,https://www.douyin.com/user/MS4wLjABAAAARKM6bauLWYbWw0KqNjopaJlBYByFfOnumV4vgVAFIaz3ynEdXyM_Tkn4LUHEpUpu,428480,7178,36728,0.0021648406982421,0.0066413879394531,0.0008797645568847,0
谁吃谁知道,吃不穷喝不穷算计不到就带穷……#谁吃谁知道 #2元者也 #蛋炒饭真香,https://www.douyin.com/user/MS4wLjABAAAA_XDzmSXfR_kdJvq2-zDzXK6dNAiAQWwK7MnLQOQz6Kw,133042,18320,10563,0.001133918762207,0.0007915496826171,0.0006189346313476,0
阿木说动漫,刃牙竟然比泰森还牛逼！范马刃牙合集3,https://www.douyin.com/user/MS4wLjABAAAAxt1wrwFvTD-2q8-86nN_18G0LF5Gi99TZ2NVbB15LQ8,41450,279,8321,0.0032596588134765,0.0042800903320312,0.0009002685546875,0
梦求真（暗区突围）,玩暗区全仓库只剩2万了怎么稳#暗区突围 #2023顶流手游推荐 #暗区突围军港行动,https://www.douyin.com/user/MS4wLjABAAAAXckLAwsEVvURqTzyyBlNXj_GmBE8XMSMJghOEAD-bx8,40327,709,5060,0.0021400451660156,0.0053443908691406,0.000251293182373,0
荒野电影,厨子和猎人来到热带荒岛，先吃一锅石斑鱼配澳龙，结尾还有顿美餐 #影视解说#荒野求生#荒野厨王#野外生存 ,https://www.douyin.com/user/MS4wLjABAAAA1IH6BC_Xkip_STUh1Pq9_ymHyfL2Nz2EoRA7K0gmKyC6stYR3vKB99_ndbCD0CK_,25701,377,4835,0.0010242462158203,0.0151901245117187,0.0006213188171386,0
搞笑班长,憨憨人类的倒霉瞬间 #倒霉蛋 #搞笑 #社死 #看一遍笑一遍,https://www.douyin.com/user/MS4wLjABAAAASND0sLuUtbUHL0HRy-YuAbfhr8cLYxrJskuzhyCarLk,23779,1376,4210,0.0013151168823242,0.0016613006591796,0.0006852149963378,0
良月十三,“拿什么跟我抗衡，越听越上头！”#降调 #戴上耳机 #越听越上头,https://www.douyin.com/user/MS4wLjABAAAAu7lct54ZrJXrUfWZ3w-KWE53IuBOsS_rMAu2yioAuSWTyZhWMYf-LQYbJ2KP7JfM,104954,3754,20419,0.0032978057861328,0.003580093383789,0.0007410049438476,0
大表哥抓鱼花絮vlog,因为什么神秘大货导致了塘里居然死了这么多乌龟甲鱼 #新农人计划2023 #甲鱼 #真实户外 #我的乡村生活 #三农,https://www.douyin.com/user/MS4wLjABAAAASDZvidHvUHfAu_uDFG_Ctt2fVGPELE9qVVFjJSSLrLkuUl_vlhKiU_0YuTuiGfhd,7290,119,2518,0.002359390258789,0.0051612854003906,0.0007824897766113,0
关渐甄,支架界的新卷王！全金属的材质也只需要个位数，旋转自带音效用起来真的很丝滑，质感很哇塞#手机支架 #平板支架 #桌面支架,https://www.douyin.com/user/MS4wLjABAAAAnDMdjazUNj-TFnd4AUCD5N9P9wugVjMNL2i1Uecklxk,92446,1483,25174,0.0012550354003906,0.0024337768554687,0.0008168220520019,0
大鲨鱼,#小说 #美食分享,https://www.douyin.com/user/MS4wLjABAAAAyXvOBCFm-ZAHL0JsNWErr3OHYQuVWRPwwx3NG9Xls45X61LTOsO7Fqa3kenBIUSH,12648,217,6251,0.0025711059570312,0.0008425712585449,0.0001713037490844,0
解清帅,父爱如山 情深言浅 #父亲 #家人团聚 #陪伴亲人 #天下无拐,https://www.douyin.com/user/MS4wLjABAAAAO0MF86azXaT8Ksc-cdouA4detXwe849fz_y5W9Mm-b4,742507,43881,17508,0.0005526542663574,0.0013942718505859,0.0003612041473388,0
漫头山庄,我明明是个乞丐，却拿着订婚玉佩来找豪门千金。#小说 #漫画解说 #二次元,https://www.douyin.com/user/MS4wLjABAAAAK-Zk9fxG-TzHVW1JjkqhFiOcKW2Dv4XGLoOwFIf-W5yzcALQurmdnnyOfq6PZCBG,97943,795,18676,0.0024337768554687,0.0140609741210937,0.0005464553833007,0
三融在东帝汶,好喜欢沉浸在这种氛围里.,https://www.douyin.com/user/MS4wLjABAAAAWCioQOehMko99M3f3stwpTNUkXMO-kHJsgRmXMzuw8c,8591993,354983,837163,0.001016616821289,0.0031356811523437,0.0008230209350585,0
小胖（小飞哥直播分享）,帮飞哥找到金色鳄龟塘，能否抓到金色鳄龟！#三农 #新农人计划2023 #户外,https://www.douyin.com/user/MS4wLjABAAAABClX3YeXQ2Ieuo1EpFiWHX-yOZGpPOOn6gKqYp3A6jc,13781,194,4077,0.0026531219482421,0.0276947021484375,0.0008459091186523,0
玉墨  丘丘,#上热门 #原神 #找工作,https://www.douyin.com/user/MS4wLjABAAAAjNaIOmHwQgv7HkjNWE8skdqsFiIzBnrSaCd8CH8qFzYTKR0g9WBUq3jBZR3kpzb1,53947,13794,2306,0.0016546249389648,0.004150390625,0.0006093978881835,0
宅男追剧,天下大赦大佬却不在名单 #宅家dou剧场 #精彩片段 #影视解说 #民国 #好剧分享,https://www.douyin.com/user/MS4wLjABAAAA6Et2fAFF7PrqmyTvp77ap1TReyOdoEK516HFuu7iuXc,4180,131,858,0.0018529891967773,0.001235008239746,0.0005745887756347,0
小锦鲤呀🐟,带劲4.0#这谁顶得住啊 #甜系女孩 #完美身材 #跳舞,https://www.douyin.com/user/MS4wLjABAAAA-RBNlE4NIdEQzibpS-KaWXCejM4GYYZ-HKO-jQsf3mI,119898,1379,20895,0.0015974044799804,0.0077552795410156,0.001235008239746,0
小三轮走天下,完犊子了，三轮战车又陷车了，不慌，荒郊野岭先喝一个再说！,https://www.douyin.com/user/MS4wLjABAAAAnU_6gA-mEU2RVuBcXO8Z8Bijx4UYu6fMAARH_hI9iUE,6430,794,253,0.0019874572753906,0.009674072265625,0.0007853507995605,0
超清剪影,1/3仅凭一粒药丸，竟让穷小子逆袭当上了总统 #永无止境 #科幻电影 ,https://www.douyin.com/user/MS4wLjABAAAA5JPT3IUbqa-EJLn9t5O_EHiO_JlarcbWb-IENkd1t5eJlKIr0cvHFGdmd6bKlYj_,18858,166,4694,0.001072883605957,0.0063133239746093,0.0010242462158203,0
二毛荒野垂钓生活,二毛荒野钓鱼，挑战用鱼获换台摩托车，摩托车碎片 +1#2023dou来钓鱼 #野钓 ,https://www.douyin.com/user/MS4wLjABAAAA3DOq-FZCaJS1Jm-fNwhYZoocG44Q9NF07lWCiYn0-BxM1yl3ND4awDSHBEx0fGVQ,98459,4232,5229,0.0016288757324218,0.0027675628662109,0.0006213188171386,0
李哥我饿了,有一个爱吃夜宵的室友是什么体验 #锋味派烤肠 #锋味派你的星级私厨 #妈呀太香了,https://www.douyin.com/user/MS4wLjABAAAAhknVaw3aLJaGJNBSo4JbVhZa6Ew4OPztMHByS4qYWrhQ3cWc53pfezwqNu9N5Vwg,310263,32234,12410,0.001225471496582,0.0043830871582031,0.0007319450378417,0
慕白（木兰导师）,花木兰对线狂铁，全程详细讲解视频#花木兰 #细节操作 #游戏日常 #木兰 #边路战神,https://www.douyin.com/user/MS4wLjABAAAAJtC5ci6dNI8RvsMJ0V5_Q087oKbBf02P2SnDg6ifnVU5yvU0Ka5FoYOSLBmHtMPM,11556,401,1271,0.0020904541015625,0.0051193237304687,0.0006046295166015,0
怀旧经典老歌（优盘）,#暗里着迷 这个女版太好听了#粤语歌 #经典老歌#粤语经典,https://www.douyin.com/user/MS4wLjABAAAAZ1NRH_lmYnfZ9F7TUMtNiiFQ_NyXQu7IWcnS5Rf88FIntZlF-o68x2YyEYVtNojy,17505,478,5597,0.0009217262268066,0.0021076202392578,0.0007152557373046,0
理香（连胜king）,段位赛，红夜之刃宇智波鼬一百连胜！达成！#火影忍者手游 #理香 #反方向的钟,https://www.douyin.com/user/MS4wLjABAAAAkqbFs7_XImuTREHvUnl4dmY0LxQJAdoAYUBNSRUc9Dg,168455,2189,4067,0.0019721984863281,0.0088119506835937,0.0007123947143554,0
驴宝的好奇心,辽宁建昌县的刑事案件，水库里出现肉块，打捞上岸才知道另有隐情#案件解说 #案件纪实#案件故事解说,https://www.douyin.com/user/MS4wLjABAAAAJ7HkbY-4GwEcx7e9UzXR7A-jES8JgWu7jKQAwa-m_Hk,5577,281,1168,0.000704288482666,0.0018529891967773,0.0002033710479736,0
铁头惩恶扬善,47W，库总太难了，这得多久赚回来啊？@彩虹星球合作社官方旗舰店 @陕西省市场监督管理局,https://www.douyin.com/user/MS4wLjABAAAAyub-MX8KJ7rA875VbEuopiEvCRORS6aYAc7dfKy57cE,70018,7873,1393,0.0016422271728515,0.003692626953125,0.0006237030029296,0
鲁磊,记录《天工开物》古代水稻的一生过程，实现禾下乘凉梦#水稻 #田园生活,https://www.douyin.com/user/MS4wLjABAAAAvmJM1aCNNG9wvTSxgOwcE_FIX6DZexjt8nyLcrO0rl-ddAATQ0jBBnSK9wMZye40,90530,5094,9121,0.0008935928344726,0.0022869110107421,0.0003199577331542,0
运动精英🇨🇳,中国田径史上最经典的五场4×100米接力比赛！每一场都是经典#体育生 #苏炳添 #体育精神 #短跑 #识货种草官,https://www.douyin.com/user/MS4wLjABAAAAwsZvJz1QbJNPAkVvqmRDU80eJnY0jNN7CK9bjCY0lo8,33892,788,3638,0.001220703125,0.0015487670898437,0.000523567199707,0
铁血影视汇,天山童姥临阵教虚竹武功，随意几颗松球打死岛主！#天龙八部 #刘亦菲 #抖音二创激励计划 #宅家dou剧场 ,https://www.douyin.com/user/MS4wLjABAAAAb5IdPl9tcMTWlyBXoEmrvbBQomNNjP_MEj_Z1iZiqsD9tbpAh1ZDkRDYIJlGIYY-,99339,3148,19259,0.0006613731384277,0.0012788772583007,0.0002359151840209,0
大漠叔,搞不到去市场买！钓鱼佬除了嘴硬，哪都是软的！,https://www.douyin.com/user/MS4wLjABAAAA7BDbZk0LjnEMcDDsLag5mDrMc157hD3x0SMhH1HaCM8,40911,2102,693,0.0022335052490234,0.0036640167236328,0.0006852149963378,0
石村小月,生活就是泥沙俱下，鲜花和荆棘并存 我们带着诚意慢慢来，只要在变好的路上，慢一点又何妨~#我的乡村生活 #乡村守护人  #蓝盒子电动床 #床垫,https://www.douyin.com/user/MS4wLjABAAAA9tRvyNrViwwk2jOrnX14NW8n4jyec6bRdGduMIVq0hM,387847,16262,22757,0.0010900497436523,0.002349853515625,0.000356912612915,0
我洋哥,越想占便宜的人越占不到便宜#妈呀太香了 #夫妻吃饭 #干饭夫妻日常,https://www.douyin.com/user/MS4wLjABAAAAsSkQt55mtK6_3rBjR4AZ7l99__-S31qJs3-dEx-J55NHnrU9U6ECvKwPmc2iYToD,8398,811,765,0.0013885498046875,0.0039596557617187,0.0003149509429931,0
祝贺,“爱情是唤醒内在美，超越外在形象的奇妙力量”#爱情 #奇幻,https://www.douyin.com/user/MS4wLjABAAAASwcf0QRXqSbPX1SZ1UC_HLsEsOnBqe13ZOakUscoK_aoTdD0xWLaR5e7ykGp5hZf,41874,582,4310,0.0007095336914062,0.00089693069458,0.0003654956817626,0
柯基旺財,谁与争锋？尔等可敢一战？#萌宠 #柯基,https://www.douyin.com/user/MS4wLjABAAAAj1rB-fkfjSy2IlZKazzH4fbhlZESxVojoZu7-_0P-JM,2019233,89196,294109,0.0006313323974609,0.0029811859130859,0.0005035400390625,0
一画美食,把红薯放锅里蒸一蒸，出锅瞬间变美食，很多人都没这样吃过，真香,https://www.douyin.com/user/MS4wLjABAAAA63BOaW5SNZo7mcu37fJUO0sIW_7oEIXVhxxTap51PPw,8665,146,4128,0.0011920928955078,0.0067977905273437,0.0007672309875488,0
火影落落,要么不赢  要么就用我的方式赢,https://www.douyin.com/user/MS4wLjABAAAAub3fqq9AApwGWQ-tLHwDaA8TOtw7A0UxWZumivVrhAt-x4qIHxAwj2VD5wyxOjCE,280527,10831,18401,0.0022430419921875,0.0047721862792968,0.0004878044128417,0
小勤来了,教育是孩子进步的阶梯，适当的方式得到好结果。#婆媳 #小勤和她的婆婆 #乡村守护人  #新农人计划2023,https://www.douyin.com/user/MS4wLjABAAAA_w6h2LGCrEZE4WesQSzJO-doYGgB2jL9E2qkiFQKDD8,84294,1840,24240,0.0014781951904296,0.0043144226074218,0.0005464553833007,0
好运宋,自从出生那一天就不能再回头#人生一次就足够完整版,https://www.douyin.com/user/MS4wLjABAAAAkYj57c_1N09kqR19gfSu7Smuuo8-naAQPw8DlPTc6xamuhcxEiAd4piSLz3Hix5S,11133,410,3169,0.0022430419921875,0.0037498474121093,0.0010480880737304,0
山水动物世界解说,没有狮群和玩伴，与母亲相依为命的小狮子，生存之路简直太难了#弱肉强食的动物世界 #野生动物零距离 #纪录片 #动物纪录片 #神奇动物在抖音,https://www.douyin.com/user/MS4wLjABAAAAVzKIeBm48MqXyRr7XQLF9fkTI_hcTTH4nhtPEe1INC4,75318,2020,10409,0.0016813278198242,0.010650634765625,0.0008831024169921,0
陈祈,我只能永远读着对白……#抖音创作季,https://www.douyin.com/user/MS4wLjABAAAAmjp0vwKFOCvCQJeAb9zQBG3-Nim_SXakl7dd4aGg9A8,29458,1518,3478,0.0009927749633789,0.0017957687377929,0.0003275871276855,0
DJ锋颖.音乐串烧优盘,2023热播主流中文串烧DJ《其实都没有+爱都爱了+这就是爱+爱河+是你》#DJ打碟 #DJ串烧 #dj车载音乐 #dj劲爆嗨曲 #其实都没有,https://www.douyin.com/user/MS4wLjABAAAACnNyg9KPbaGEKLU2Vm5XZ1eRJwLLp9FJffp-9hjquCe1aJmSOLr1Pz3zVymDtVC5,7166,205,4330,0.001382827758789,0.0045394897460937,0.0002892017364501,0
偷猪,你打算把我放进收藏夹的哪一页,https://www.douyin.com/user/MS4wLjABAAAA2LjACxjV9DaBOBPsJP_Ga1Rj2nFfDqH3Ft_Lumagkmc,139260,2246,20451,0.0021915435791015,0.0112457275390625,0.0009255409240722,0
小飞哥·摄影师小胡 （户外直播回放）,@小飞哥. 花35万包下一个8亩的鳜鱼塘，看看能否成功上货“1万斤”#小飞哥 #抖音小助手,https://www.douyin.com/user/MS4wLjABAAAAsw5hzzcM3wyVFjwxL5DsDj7twCnuJyZM_m4O4dBVDMw,25041,527,7973,0.0015363693237304,0.0024929046630859,0.0009622573852539,0
经典歌曲（优盘）,#再回首 时过境迁，物是人非……#经典老歌#翻唱#伤感音乐,https://www.douyin.com/user/MS4wLjABAAAA-hTO2jQaB86vT5nb4LuFVz4CtWChv_VPG9xaCyVymSFX5zX8Zm829sR9JUjgwQ_5,20293,466,8048,0.0008935928344726,0.0010080337524414,0.0004107952117919,0
小陈的老挝媳妇儿,为了老挝丈母娘来中国，选择花大价钱办加急，中国女婿办事真靠谱 #老挝媳妇 #中外夫妻,https://www.douyin.com/user/MS4wLjABAAAAE71-r3eakH50LulE19UBSd92cFTM4MXO-HLiv00CUpM,11764,1164,912,0.0024147033691406,0.0022697448730468,0.0006799697875976,0
99957053600,这样细长的大米你吃过吗？真的太香了，没吃过的一定要尝一尝,https://www.douyin.com/user/MS4wLjABAAAABrSDnn7bJMhVieU0RS7LSxc20Ebf_Uzi5UxWPkCYAxw,828,101,192,0.0027790069580078,0.0049819946289062,0.0008692741394042,0
月半电影,张学良有仇必报！#我的观影报告 #好剧推荐,https://www.douyin.com/user/MS4wLjABAAAAD9Cb05l4qgrLaMh4bvsMsva__3mEGQHecHxqpWWjpGWy0lItU5GnJZgVC4Ar85Gx,183521,753,14324,0.0005617141723632,0.0039138793945312,0.0004458427429199,0
鲨鱼爱夏啵,鲨鱼连续两局遇到同一队粉丝？是缘分吗？@鲨鱼哟syy  #和平精英龙跃长城,https://www.douyin.com/user/MS4wLjABAAAAEpifGauLQQLhpU9XaKtPaERawgkXoRX85Jesh-HD5pIqk_t-1j9eQ_vZd62DmM0q,17171,463,1812,0.0034160614013671,0.0011787414550781,0.0004935264587402,0
拾光音乐,一生很短，不过晨暮与春秋，一生所求，不过平安与自由 人生不易，且行且珍惜… #音乐 #人生的道场 #伤感音乐 #魏佳艺,https://www.douyin.com/user/MS4wLjABAAAANdDhSQFfAZynp-80nPh_JP9Uq_8DIcX1Mtp5HFpC43s,93165,986,24498,0.001235008239746,0.0046272277832031,0.0003845691680908,0
可达电影,一个视频，讲一部电影。一人一部权利纷争的电影，我推荐这部《王者》#一剪到底 #影视解说 #赵寅成 #郑雨盛,https://www.douyin.com/user/MS4wLjABAAAAJ2OJhpSXwFc2DbPZ67K9cOdOjJHUAbACM-HR3mzL4Qg8ppSB2JHozpbJH86W8_DQ,136776,1863,23932,0.0010004043579101,0.0039138793945312,0.000300645828247,0
