author,title,user_profile_link,likes,comments,collect,hot_score,collection_score,related_score,minority
老牛说案,这是一次近乎完美的犯罪，看警方如何破案，缉拿真凶。#真实案件记录 #大案纪实 #刑侦纪实 #讲述大案纪实故事 #刑侦档案,https://www.douyin.com/user/MS4wLjABAAAAzzh3Rgb6XtUR-xEndDS2bzVUmWA5W-Oc7EC3sCO6V4CYywom_I38Yzo-AG_yNcJK,8499,557,1592,0.0018033981323242188,0.003185272216796875,0.0005359649658203125,0
清蒸🐟,一生一世很长 姑娘不可当真,https://www.douyin.com/user/MS4wLjABAAAAuxTA4HbwfaPzt1ndsaqDMJKfGo8ygzyL-NabSKVayf8tmfnWTBHq9agqy3LFrd7I,1789101,97749,122360,0.0008168220520019531,0.0038394927978515625,0.0006718635559082031,0
C维游戏解说,SCUM荒野求生掏空了神秘山洞，带着一车军火前往危险区域！ #游戏#游戏梦想家计划2.0 ,https://www.douyin.com/user/MS4wLjABAAAAAe4YefHiSTsdYtzT2cAYDa4fWKCB4PAVUOokrtDCIJwWQfibF3K2FZmJd05Y1cvG,270240,5773,22806,0.0015974044799804688,0.004329681396484375,0.0004992485046386719,0
熊六（坑神）,骗你的，其实那天我没开挂,https://www.douyin.com/user/MS4wLjABAAAAJy8ap1pJEUE84OAGlBa_DA04SazgHndpDiHAbjAo474,40240,4515,2339,0.0015735626220703125,0.004314422607421875,0.0006771087646484375,0
放逐大帝,蛮王41分推的思路！ #lol #蛮王 #四一分推 #偷家 #搞笑,https://www.douyin.com/user/MS4wLjABAAAA2ZDYvFjky1LpTrBgr09QXj1YNxF_5rE6Uf9b9UffK_I,25717,479,1282,0.0022335052490234375,0.0008897781372070312,0.0008559226989746094,0
海宝聊漫,049单挑收容所全体生物，096居然被秒杀#收容所 #收容物#转转,https://www.douyin.com/user/MS4wLjABAAAAHgFofR6Ja3S36rLRaphwHjYGXQFCkpa4ghNYhhIe8JbIt81KMvNbnsBzEABtIKek,89828,2222,36232,0.00206756591796875,0.007289886474609375,0.0006046295166015625,0
农村小丽,农村搞笑：美女对付奸商破烂佬。 #农村搞笑 #奸商 #破烂佬搞笑视频 #乡村搞笑视频 #美女,https://www.douyin.com/user/MS4wLjABAAAAjY0jUW_VOs3fMyTxa4pkNrlkUIL7CoHX3S-7HXeNNZPCy78AWFgPnOFM-wnSHCgu,5633,106,2411,0.0018672943115234375,0.0009622573852539062,0.0005011558532714844,0
多恩,麻麻最爱喝的酸奶饮料🥤#萌宠出道计划 #拉布拉多 #傻狗的日常 #妈呀太香了 #狗狗,https://www.douyin.com/user/MS4wLjABAAAA7Mqv3t2yqrhPjaNQkpa2ywnbwVkf5xvZx80p4QGbCxs,84490,8089,33082,0.0011339187622070312,0.005199432373046875,0.0006513595581054688,0
保安队长牛战士,湖北狠人，90后恶魔 #普法小剧场 #刑侦纪实 #大案解说,https://www.douyin.com/user/MS4wLjABAAAAuvu9DffYGsR3AuNEGZB0zW_qHmhdXAL2oNNBfcJA-yYAKhn_zWhF82Rb9tBmDFyp,13968,676,3281,0.001361846923828125,0.0012998580932617188,0.0003380775451660156,0
JOKer555555,卡塔赫纳的晚上，行人都感觉很幸福很开心的样子,https://www.douyin.com/user/MS4wLjABAAAAw0BMuL3z7PA6lMivm6BiF5V65RKdY_H1QFlc4B0FjKrwwklIIt79X9P7yNv95WBb,20109,1294,3738,0.0010862350463867188,0.00714874267578125,0.0009326934814453125,0
荒野探索号,前往无人荒岛求生，碳烤龙虾，巨型扳机鱼，肥美烤肉！ #荒野求生 #野外生存 #纪录片解说,https://www.douyin.com/user/MS4wLjABAAAA0Uz2vKrrmV2MGIgKycdJxjw_Fo7CpwNaU5hV3Zg-2zs,69947,1245,6715,0.0012111663818359375,0.01812744140625,0.00080108642578125,0
楚新钓,第二十四集：经常钓千斤大鱼的钓鱼佬们都知道，钓鱼靠的是技术 #原创动画 #钓鱼佬 #钓鱼动画,https://www.douyin.com/user/MS4wLjABAAAAShPDui4jT63haBEolNbHB-ZRj1_3MWuzuPdvB7m66MWNQP5W31lbn1lbR08KawBd,76388,1434,11811,0.0018672943115234375,0.0035800933837890625,0.0009851455688476562,0
小不溜恒,沉淀,https://www.douyin.com/user/MS4wLjABAAAAd-r_4yg3RH0mXdE2ApI7qDw9OP63F2Oa3J84xefN5ucUM-XGAyNt-UbdEYPFF_W5,18355,295,201,0.0029468536376953125,0.004848480224609375,0.0007352828979492188,0
大表哥小飞哥（酸菜鱼）,花100块在水库旁边挖泥巴，里面竟然还有那么多... #三农 #户外 #新农人计划2022,https://www.douyin.com/user/MS4wLjABAAAATHHDFqJGQ0xVvjqIhokaa7vvO6BW4J31pYONs_S0DH1AKCMK7aypRJkv3T5Km_7l,6289,136,1971,0.0029468536376953125,0.00757598876953125,0.0005617141723632812,0
过渡^,"《高 音 是 你 的 谎 言》
#百看不厌 #高音哥 #过渡的剪辑小tips",https://www.douyin.com/user/MS4wLjABAAAAocY5pjJO6D73Zx4MwFF7mHkwDPUZIEqRVGaGvDhXXog,49819,1984,2695,0.0011739730834960938,0.0006566047668457031,0.0002415180206298828,0
冷不丁说动漫,一口气看完功夫熊猫三部曲，好看到根本停不下来#功夫熊猫 #治愈系动画,https://www.douyin.com/user/MS4wLjABAAAAWAaTXkWsIEqQXJW48P5-cZ4ToP9HssrveQDYR6IJ9uKov052AKgNzBJX1iEDRdBU,24226,693,4059,0.001155853271484375,0.00313568115234375,0.0007123947143554688,0
PDX大星动画,百战水门VS宇智波斑  #火影手游 #百战水门 #宇智波 #热血 #高潮,https://www.douyin.com/user/MS4wLjABAAAA5pvUZL2FHwCSX223nA62N6ZUSk9ovAdO1bVCJv9Adt0,61580,3877,5107,0.00154876708984375,0.001201629638671875,0.0005860328674316406,0
金殿音乐,歌曲推荐‖岳云鹏《西楼儿女》#音乐分享 #每日好歌好曲分享 #歌单种草计划  #西楼儿女 #岳云鹏,https://www.douyin.com/user/MS4wLjABAAAAgCD3tdnHacqEBCU8IrvhZA0WOLfzIMpZpVuhxSaFwts,37772,4668,16642,0.0012445449829101562,0.001178741455078125,0.0005192756652832031,0
东北雨姐,起蛤蟆塘#新农人计划2023 #记录我的农村生活 #农村美食 雨姐带大家了解东北日常生活，讲述当地民俗风情！,https://www.douyin.com/user/MS4wLjABAAAATOBMmLZvb0HxbtqKDfyCIZTuglI68TaDEzgoBhswrCU,2521558,238742,144073,0.0007319450378417969,0.0018243789672851562,0.00047850608825683594,0
尘言纪事,山东兰陵：假军人擅闯公安#真实案件 #案件纪实 #普法小剧场,https://www.douyin.com/user/MS4wLjABAAAAQnXdbbMVCUzjVeLkrTgXaunIlGhjpZw82pOACzHK3LLXT0xTT78nQRHbZdATtsZx,2269,118,242,0.0016613006591796875,0.0012159347534179688,0.0003514289855957031,0
